"('A',)","('B',)","('C',)","('D',)","('E',)","('F',)","('A', 'B')","('A', 'C')","('A', 'D')","('A', 'E')","('A', 'F')","('B', 'C')","('B', 'D')","('B', 'E')","('B', 'F')","('C', 'D')","('C', 'E')","('C', 'F')","('D', 'E')","('D', 'F')","('E', 'F')","('A', 'B', 'C')","('A', 'B', 'D')","('A', 'B', 'E')","('A', 'B', 'F')","('A', 'C', 'D')","('A', 'C', 'E')","('A', 'C', 'F')","('A', 'D', 'E')","('A', 'D', 'F')","('A', 'E', 'F')","('B', 'C', 'D')","('B', 'C', 'E')","('B', 'C', 'F')","('B', 'D', 'E')","('B', 'D', 'F')","('B', 'E', 'F')","('C', 'D', 'E')","('C', 'D', 'F')","('C', 'E', 'F')","('D', 'E', 'F')","('A', 'B', 'C', 'D')","('A', 'B', 'C', 'E')","('A', 'B', 'C', 'F')","('A', 'B', 'D', 'E')","('A', 'B', 'D', 'F')","('A', 'B', 'E', 'F')","('A', 'C', 'D', 'E')","('A', 'C', 'D', 'F')","('A', 'C', 'E', 'F')","('A', 'D', 'E', 'F')","('B', 'C', 'D', 'E')","('B', 'C', 'D', 'F')","('B', 'C', 'E', 'F')","('B', 'D', 'E', 'F')","('C', 'D', 'E', 'F')","('A', 'B', 'C', 'D', 'E')","('A', 'B', 'C', 'D', 'F')","('A', 'B', 'C', 'E', 'F')","('A', 'B', 'D', 'E', 'F')","('A', 'C', 'D', 'E', 'F')","('B', 'C', 'D', 'E', 'F')","('A', 'B', 'C', 'D', 'E', 'F')"
31,23,32,27,22,20,14,23,15,2,2,11,6,3,2,14,4,3,1,3,3,8,5,0,1,9,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,23,33,27,22,20,15,21,12,2,2,10,6,3,3,14,4,3,1,4,2,6,3,0,1,6,0,1,0,0,0,3,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,24,33,27,23,20,16,22,13,2,2,9,6,4,3,13,4,3,2,4,4,6,4,0,1,6,0,1,0,0,0,3,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,25,33,27,23,20,16,20,13,2,2,10,8,5,3,13,3,3,3,3,5,5,6,0,1,5,0,1,0,0,0,5,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,25,33,27,23,20,17,20,10,3,2,9,7,5,3,11,3,3,3,3,6,6,5,0,1,3,0,1,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,26,33,27,23,20,17,21,9,2,3,8,7,6,4,11,4,3,4,3,7,5,5,1,2,3,0,1,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,26,33,27,22,20,17,23,9,2,3,8,7,6,4,12,4,3,5,2,7,4,5,1,2,4,0,1,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,26,33,27,20,20,19,19,10,1,3,6,7,6,3,13,5,4,5,2,7,4,5,1,1,6,1,2,0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,26,33,27,20,20,18,19,10,2,3,7,7,6,3,14,4,4,5,0,7,4,2,1,1,6,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,27,34,27,20,20,19,18,10,3,4,6,6,4,3,14,4,3,5,0,7,3,2,1,1,5,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,27,35,27,20,20,19,19,11,3,4,7,5,4,3,14,7,3,5,0,7,3,3,1,1,4,1,2,0,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,28,35,27,20,20,21,18,11,3,4,8,8,5,3,15,10,2,6,0,7,4,4,2,1,5,1,2,1,0,0,3,2,0,1,0,1,2,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32,28,35,27,20,20,22,17,11,3,4,9,7,6,3,16,10,3,7,0,6,4,4,2,1,5,1,2,1,0,0,3,2,0,2,0,1,2,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32,29,35,28,20,20,24,15,13,2,2,8,5,5,2,17,10,3,7,0,6,4,4,1,0,6,0,1,0,0,0,3,1,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,28,35,28,20,20,25,13,13,3,2,9,6,4,2,19,9,3,7,0,5,5,4,1,0,5,0,1,0,0,0,4,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,28,35,28,20,20,25,13,13,5,2,10,7,3,3,17,9,3,7,0,4,6,5,2,0,3,0,1,1,0,0,5,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,27,35,28,20,20,24,14,11,5,2,10,7,2,3,18,8,3,7,1,4,9,5,1,0,2,0,1,2,0,0,5,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,26,35,31,20,20,26,15,12,6,3,10,7,2,3,17,9,3,7,1,3,11,3,1,0,3,0,1,3,0,0,6,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,25,35,31,20,19,27,14,12,6,4,8,7,2,3,16,8,3,6,1,3,9,4,1,0,3,0,1,3,0,0,5,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,25,35,31,21,19,29,16,14,6,3,7,6,2,4,14,7,3,6,2,1,9,6,1,0,5,0,1,3,1,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,25,35,31,21,19,29,16,15,5,3,8,6,4,3,14,6,2,7,2,1,8,8,1,0,5,0,2,3,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,25,35,31,21,18,27,17,18,6,4,10,9,5,4,13,7,2,7,2,1,7,15,2,0,8,1,3,3,1,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,25,35,31,21,18,26,17,18,6,6,11,9,6,6,15,6,2,6,2,2,8,17,2,2,9,1,3,2,1,1,4,1,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,25,35,31,20,18,24,15,17,5,6,11,9,6,6,16,6,4,7,3,3,7,17,2,2,8,2,4,2,1,1,3,2,1,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,25,36,30,20,18,24,16,18,5,7,10,9,6,7,18,7,5,6,5,3,4,17,2,3,8,3,4,2,2,1,2,2,1,0,0,0,3,2,1,3,2,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,0
27,25,36,31,20,18,23,15,18,5,9,9,9,6,6,18,7,5,6,4,3,5,17,3,4,9,2,5,0,3,0,3,1,1,0,0,0,3,2,1,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,25,35,31,20,18,22,15,18,5,9,8,9,6,6,17,7,4,6,4,3,6,18,3,4,13,2,3,1,2,0,6,0,1,0,0,0,4,1,0,2,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,25,34,31,20,18,20,15,17,5,8,8,10,6,6,19,7,5,5,5,2,8,16,3,4,15,2,3,1,1,0,8,0,1,0,0,0,4,4,1,1,15,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,25,34,31,20,18,16,15,16,5,11,8,10,6,6,19,8,5,6,5,1,7,12,3,6,14,1,2,2,1,0,6,1,1,3,0,0,4,4,0,0,10,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,25,33,31,20,18,17,12,15,5,11,8,9,6,5,19,8,5,7,7,1,7,8,3,4,12,1,1,2,1,0,5,1,1,3,0,0,4,4,0,0,6,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,25,33,30,20,18,17,12,17,6,12,8,7,6,5,20,8,5,6,7,1,7,7,3,4,13,1,2,2,3,0,3,1,1,2,0,0,3,5,0,0,4,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,25,33,30,20,19,17,12,16,8,12,7,7,6,4,19,9,5,7,7,1,5,7,3,3,11,1,2,2,3,0,1,1,2,2,0,0,3,5,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,24,32,29,21,19,15,11,13,7,12,5,8,5,2,18,8,7,8,7,1,4,7,2,1,8,1,2,2,3,0,0,0,0,2,0,0,4,6,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,23,33,28,21,18,13,10,14,6,12,5,9,3,3,17,8,9,8,7,1,3,6,0,1,6,0,3,1,3,0,0,0,0,1,2,0,2,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,23,34,29,21,18,12,8,19,5,11,5,8,3,2,16,9,9,9,7,0,1,3,0,0,4,0,3,3,3,0,2,0,1,1,2,0,2,6,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25,22,34,29,21,18,12,6,19,5,8,7,8,4,1,17,10,8,9,7,0,2,0,1,0,5,0,3,3,3,0,4,0,1,1,2,0,2,5,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25,22,34,29,21,18,13,7,17,5,5,5,8,4,1,17,11,8,8,7,0,1,1,1,0,7,0,3,2,3,0,4,0,1,0,2,0,1,5,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25,22,34,29,21,18,15,8,17,6,4,6,9,4,2,18,9,6,7,9,0,3,2,2,0,6,0,2,2,4,0,4,0,1,0,3,0,0,5,0,0,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25,22,34,29,21,19,15,9,17,6,4,5,10,3,3,18,9,5,6,9,1,3,3,2,0,5,0,1,2,0,0,3,0,1,0,3,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25,22,34,29,20,20,14,9,16,6,5,4,9,4,3,18,7,6,5,9,1,3,2,2,1,6,0,1,2,0,0,4,0,1,0,3,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25,22,34,29,20,20,16,9,15,5,3,4,10,3,3,17,7,6,5,8,1,3,2,2,1,7,0,1,2,0,0,5,0,1,0,3,0,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
25,23,34,29,21,19,16,8,13,8,4,4,9,4,3,17,8,6,2,8,2,3,2,5,2,4,0,1,0,0,1,5,0,1,0,2,1,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
24,23,33,28,21,19,15,8,12,7,5,5,11,3,3,17,8,6,2,4,2,5,2,4,2,5,1,1,0,0,1,5,0,1,0,1,1,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,23,32,27,22,19,15,9,10,6,5,7,10,2,4,17,9,4,3,4,2,5,2,4,3,5,1,1,0,0,1,6,0,1,0,1,1,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,24,32,26,21,19,15,11,9,5,6,7,10,2,4,18,9,3,4,4,2,4,2,3,4,6,1,1,1,1,2,7,0,0,0,1,1,0,4,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,24,31,26,21,19,16,11,9,4,6,7,11,2,5,17,10,3,4,3,2,4,2,3,4,6,1,1,1,1,2,9,0,0,0,1,1,1,3,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,31,26,21,19,16,12,8,3,6,7,12,2,4,17,9,4,4,3,3,5,5,2,2,6,1,2,1,1,1,9,0,0,1,1,1,1,3,2,0,4,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,31,26,21,18,15,12,8,3,6,8,13,2,3,17,9,4,4,3,4,5,5,2,1,6,1,2,1,1,1,9,0,0,1,1,0,1,3,3,0,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,24,31,26,21,18,15,12,8,3,7,10,12,2,3,18,8,4,4,2,4,6,5,2,2,7,1,2,1,1,1,8,1,0,1,1,0,1,2,2,0,5,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
21,24,31,26,21,18,15,12,8,3,6,12,12,2,3,18,8,3,4,2,4,6,6,2,2,7,1,1,1,0,1,11,1,0,1,0,0,1,1,2,0,6,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22,24,31,25,21,18,16,12,8,3,8,11,13,3,4,18,9,3,5,2,4,6,7,2,3,7,2,1,1,0,1,13,1,0,1,0,0,1,1,2,0,7,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
22,23,31,25,21,18,17,12,7,3,7,12,12,2,5,17,8,2,5,2,4,5,6,1,4,6,2,0,1,0,0,15,0,0,0,0,0,1,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,31,24,21,18,16,12,7,3,6,12,10,2,6,15,6,3,4,1,4,4,6,0,5,6,2,2,1,0,0,12,1,0,0,0,0,1,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,31,24,21,19,15,12,6,4,6,13,8,2,7,14,5,3,2,1,4,6,5,0,5,8,3,2,0,0,0,11,1,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,31,24,21,19,13,13,6,4,8,11,8,2,7,13,6,3,2,1,4,2,3,0,3,8,3,4,0,0,0,8,1,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,31,23,20,19,14,12,6,3,8,11,9,2,7,12,5,3,2,1,3,2,3,0,3,6,3,3,0,0,0,7,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23,30,23,20,19,14,13,6,4,7,9,8,2,6,15,4,3,2,0,3,2,3,1,2,7,3,2,0,0,0,7,1,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,30,22,20,19,13,14,5,4,8,8,8,2,7,14,5,4,3,0,3,2,4,1,1,6,3,2,0,0,1,7,1,2,0,0,1,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,29,22,20,18,15,13,5,4,6,5,7,2,5,13,5,4,5,0,3,2,4,1,1,6,3,1,0,0,1,6,1,1,0,0,1,0,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,28,22,20,18,15,13,8,5,5,6,6,2,5,13,5,1,5,1,3,3,4,1,1,8,3,0,0,1,1,4,1,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,28,22,20,18,16,13,8,5,5,5,6,1,5,12,4,1,5,0,5,4,4,1,1,7,3,0,0,0,1,4,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,28,22,20,18,16,13,8,5,6,5,7,2,6,11,4,1,6,0,4,4,3,1,1,7,3,0,0,0,2,4,1,0,1,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,27,22,20,18,16,14,8,5,4,5,7,2,5,11,4,1,6,0,4,4,3,1,1,6,3,0,0,0,2,4,1,0,1,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,22,27,22,20,18,16,12,7,4,2,5,7,2,5,11,4,1,3,0,4,4,3,1,0,4,3,0,0,0,1,4,1,0,1,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,22,27,22,20,18,15,12,8,5,2,5,4,2,7,12,4,1,3,1,4,3,2,1,0,2,3,0,0,0,1,4,1,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,22,26,22,20,17,15,13,8,3,2,5,4,2,7,11,4,1,3,1,4,3,2,1,0,2,2,0,0,0,1,2,1,0,1,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,22,26,22,20,17,16,12,9,3,2,5,4,2,8,11,4,2,3,1,4,3,3,1,0,2,1,0,0,0,1,2,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,26,22,20,17,16,12,8,2,1,5,4,2,8,12,4,1,4,2,4,3,2,1,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,26,22,20,17,16,11,9,2,1,4,4,2,7,12,4,2,4,2,3,2,2,1,0,1,1,0,0,0,0,2,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,27,22,21,16,15,9,10,2,1,4,4,2,6,10,4,3,3,2,2,0,2,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,27,22,22,16,15,9,8,2,1,4,4,3,6,9,4,4,4,3,3,0,2,0,0,0,2,0,0,0,0,1,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,28,22,21,16,16,10,6,2,3,4,4,3,6,8,6,5,4,3,4,0,2,0,1,0,3,0,0,0,0,1,1,0,1,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,23,29,22,21,16,16,9,4,2,3,4,3,4,6,8,8,4,5,3,4,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,23,29,22,22,16,17,11,3,2,3,5,5,4,6,7,7,5,4,4,4,0,2,0,1,0,3,2,0,0,0,1,0,1,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,22,29,22,22,16,18,10,3,1,4,5,5,3,5,8,7,5,3,4,4,0,2,0,1,0,1,2,0,0,0,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,22,29,22,21,16,19,11,2,1,10,6,4,3,5,8,5,7,3,4,4,2,1,0,4,0,1,5,0,0,0,2,0,1,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,22,29,22,21,16,20,13,3,1,10,7,5,1,5,8,4,8,3,4,4,4,1,0,4,0,1,11,0,0,0,2,0,3,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,23,29,22,21,16,19,13,3,1,8,9,5,2,5,5,4,8,4,4,4,5,0,1,4,0,1,9,0,0,0,2,0,3,1,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,24,29,22,21,16,21,13,4,1,8,10,5,2,5,5,3,8,4,4,5,6,0,1,4,0,0,9,0,0,0,2,0,3,1,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,29,23,21,16,23,13,2,1,8,9,5,3,5,5,4,8,5,3,4,3,1,1,5,0,0,12,0,0,0,2,0,2,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,29,23,21,16,23,14,2,2,8,9,8,4,5,6,3,7,6,5,4,3,1,1,5,0,0,12,0,1,0,2,0,1,2,3,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
23,24,29,23,22,16,22,13,2,2,7,9,8,7,4,5,3,9,7,5,4,3,1,1,1,0,0,11,0,1,0,2,0,2,2,2,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
23,25,28,23,22,16,22,12,2,3,7,9,8,7,3,5,3,8,7,5,4,3,1,2,1,0,0,11,1,1,1,2,1,2,2,1,1,0,0,0,4,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,25,28,23,23,16,25,10,4,4,7,8,8,7,4,6,3,9,7,5,4,2,2,3,2,1,0,8,2,2,1,3,1,3,2,1,1,0,0,0,4,1,0,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
26,25,28,23,24,16,23,10,4,5,3,8,10,7,4,6,3,9,8,7,4,2,3,4,2,2,0,3,2,2,1,3,1,3,4,2,1,0,1,0,5,1,0,2,2,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
26,25,28,23,24,16,23,8,5,5,3,8,11,7,4,8,5,10,9,6,4,2,5,4,3,2,0,2,4,2,1,3,1,3,5,2,1,1,1,0,4,1,0,2,4,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
26,25,28,23,24,16,23,7,7,7,4,9,10,8,5,8,5,9,9,7,5,3,6,6,4,2,0,2,6,4,3,4,1,3,5,3,3,2,1,0,6,2,0,2,5,3,3,0,1,0,4,0,1,0,3,0,0,1,0,3,0,0,0
26,25,28,23,25,16,23,6,7,7,4,8,10,8,5,8,6,8,9,8,4,1,6,6,4,1,0,2,6,5,3,5,1,2,4,4,3,2,1,0,5,1,0,2,5,4,3,0,1,0,5,0,1,0,4,0,0,1,0,4,0,0,0
26,25,28,23,25,16,22,7,7,5,4,9,9,7,5,11,7,7,9,7,4,3,6,5,4,4,2,2,6,5,3,7,2,2,4,4,3,2,3,0,5,4,2,2,5,4,3,2,3,0,5,1,3,0,4,0,2,3,0,4,0,0,0
26,26,26,23,25,16,22,8,8,5,4,9,9,6,5,12,7,5,8,8,4,3,6,5,4,3,2,2,5,5,3,7,2,1,3,5,3,3,2,0,5,3,2,1,4,4,3,2,1,0,5,1,2,0,4,0,2,1,0,4,0,0,0
26,26,26,23,25,17,21,7,7,5,4,9,10,6,5,13,7,6,6,9,5,2,5,5,4,2,2,1,5,5,3,7,2,1,3,5,3,3,3,0,5,2,2,0,4,4,3,2,0,0,5,1,2,0,4,0,2,0,0,4,0,0,0
26,26,26,23,25,17,20,7,8,5,3,9,10,6,5,13,8,6,6,8,5,2,4,4,2,2,2,1,5,3,2,7,2,1,3,3,2,3,2,0,5,2,2,0,2,0,1,2,0,0,3,1,2,0,2,0,2,0,0,0,0,0,0
26,26,26,23,25,17,21,9,8,3,3,7,10,4,4,10,9,5,6,7,4,2,4,2,1,2,2,1,1,3,1,3,1,1,2,3,2,3,2,1,2,2,0,0,0,0,1,1,0,0,0,1,2,1,2,1,0,0,0,0,0,1,0
26,26,26,23,25,18,22,9,8,3,3,6,9,5,4,10,8,5,6,6,4,3,4,2,1,2,1,1,1,3,1,3,1,1,1,1,2,2,1,1,2,2,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
26,26,26,22,25,18,22,10,8,3,4,5,9,5,3,11,7,5,6,7,4,4,4,2,0,4,1,1,1,3,1,4,1,1,1,2,1,3,1,1,2,4,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
26,25,27,23,25,18,22,10,8,2,4,4,8,5,3,12,9,5,5,5,2,4,5,2,2,4,0,0,0,3,0,4,1,1,2,3,1,4,1,1,2,4,0,0,0,2,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,1,0
26,24,27,22,25,18,21,10,8,3,4,5,5,4,4,14,9,5,5,3,2,5,3,2,2,3,0,0,0,1,0,2,1,1,2,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,1,0
26,24,27,22,25,18,20,9,7,3,4,5,3,3,5,14,8,6,4,4,2,4,1,1,2,1,0,1,0,3,0,2,2,1,2,1,1,4,2,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,1,0
26,24,27,23,25,18,20,10,6,2,4,4,4,3,6,14,8,5,3,4,2,3,1,1,2,2,0,1,0,3,0,2,2,0,1,1,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27,24,27,23,24,20,21,12,6,1,4,4,4,4,8,14,8,5,3,6,2,3,2,1,2,3,1,1,0,3,0,2,2,0,1,2,1,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
27,24,27,23,22,19,21,11,5,1,3,5,5,5,7,14,9,5,4,6,1,3,2,1,2,2,1,1,0,2,0,2,3,0,1,1,0,4,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,24,27,23,22,19,20,9,6,1,4,4,5,5,6,14,9,5,3,5,2,1,2,1,2,3,1,1,0,2,0,2,2,0,1,1,0,3,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,24,27,24,23,19,19,10,6,2,3,2,5,6,6,16,8,5,2,5,3,0,2,2,2,3,1,1,0,1,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,24,27,24,23,19,19,10,7,3,3,2,5,6,6,14,8,5,2,6,4,0,5,2,3,3,1,0,0,1,1,0,0,0,1,1,1,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
